kalimat,predicted_label
hamas teroris kantor ruang tanah rumah sakit sekolah ibadah fasilitas tameng hamas nyerang israel israel nyerang serang serang adil kutuk,NEGATIVE
kl roket hamas jatuh israel ya kaya israel jatuhin gaza hasil untung iron dome ngelindungin warga iron dome error aja pesta pora tv one hari pake headline iron dome gagal mulu,NEGATIVE
pm israel benjamin netanyahu tolak seru gencat senjata henti musuh hamas konferensi pers tel aviv wib,POSITIVE
orang katolik kontribusi unt konflik israel hamas sampe tingkat komunitas basis gerejawi kbg terima seru unt puasa doa tobat mohon damai bikin ka tra bikin,NEGATIVE
serang rs gereja karna deteksi hamas israel bela negara aja udah aneh nama rs rumah ibadah gabisa serang kabar pas israel cut off listrik gaza then ngebom alesan u benar statement,NEGATIVE
hamas salah bela tanah gak ngutuk israel puluh ambil tanah palestina bilang aja sentimen agama gin hamas kelompok muslim jgn bilang warga non muslim gaza bela hamas jg,NEGATIVE
bela israel serah kalu sebar berita bohong tuju jelek juang hamas tuju propokasi hasut huru hara benar negara oknum indikasi aparat tindak,POSITIVE
okt hamas teroris islam gaza palestina brutal bantai penggal tubuh anak orang dewasa warga sipil israel tubuh beda identifikasi tim forensik israel sulit identifikasi tubuh,NEGATIVE
jadi aneh laut part yahudi mangga rabu gaza hamas karni ilyas ferrari israel dana komisi iv dpr ri tomiyasu seventeen is my happiness sbsconcerttourincambodia winterxmamonde shanday freepalestine lapakcot,NEGATIVE
jadi aneh laut part yahudi mangga rabu gaza hamas karni ilyas ferrari israel dana komisi iv dpr ri tomiyasu seventeen is my happiness sbsconcerttourincambodia winterxmamonde shanday freepalestine lapakcot,NEGATIVE
jadi aneh laut part yahudi mangga rabu gaza hamas karni ilyas ferrari israel dana komisi iv dpr ri tomiyasu seventeen is my happiness sbsconcerttourincambodia winterxmamonde shanday freepalestine lapakcot,NEGATIVE
ngutuk hy manusia netral dah bener hamas bantai ama israel,POSITIVE
okt hati nurani manusia muslim dunia raya hasil hamas teroris islam gaza palestina brutal bantai warga sipil israel bakar hidup anak orang dewasa israel,NEGATIVE
hamas lahir akibat buat jahat israel hamas teroris zionis israel bapak teroris gw dukung palestina karna zionis pakai agama alat bantai orang islam kristen yahudi,NEGATIVE
arah perang israel rill genosida bersih etnis jajah rumah sakit bom anak bom rumah sipil bom pake bom fosfor enak jidat niat lu lawan hamas tp ngancurin gaza trus lu klaim sbg tanah lu,POSITIVE
le kau ni israel kau nak tembak hamas senjata punya canggih tentera punya ramai mcm ni jugaklah nak bom hamas tu tanah eiii kang cakap karang,NEGATIVE
gak bilang hamas israel teroris ya kak palestina partai kuat hamas fatah juang palestina aja beda hamas kenal keras asumsi ter o r i s t,NEGATIVE
menteri tahan israel hamas mati serah,POSITIVE
buka mata lo liat nih msh bilang ngincer hamas tolol greget gue sm org indo tolol msh pro israel,NEGATIVE
pkul cadang nak tido sudah dok baca komen bangang orang melayu bash hamas bersolidarity puler israel ehhhh brainrot moment,NEGATIVE
israel tekad tangkap pimpin kelompok hamas ada gencatansenjata tuju capai,NEGATIVE
bs jg knapa israel tangkap anak wanita tdk mslh appn kali sblmnya bnyk lap vid cit anak dibwh umur ditangkp amp ol israel bro tau trus knp israel amp hamas tdk,POSITIVE
hamas niyo yatangije intambara kd israel ntago yigeze ijya muntamba ngo yitsindwe kd barwana kinyarwanda kugeza intego yabo igezweho ibyo gutsindwa byo ubyibagirwe,NEGATIVE
unashindwa kuelewa maana ya evacuation notice unahitaji dictionary mara ngapi israel imetoa notices za raia waondoke gaza kabla ya kudondosha mabomu mara ngapi halafu hamas wanatumia human shield sasa watoto raia wakiwa kwenye jengo moja na hamas unafikiri nini kitatokea,NEGATIVE
mubareke ba rwane nubundi bari kure yacu turebe ibyahafi yacu hano sematama n umusazi harigihe ibisazi bye byajagura akatwirohaho nkuko hamas yabigenje ubu israel iri muntambara yakuriwemo itateguye,NEGATIVE
contoh simpel aja nih ye indonesia jajah belanda thn jepang senjata lawan tuh jajah salah lawan bangsa jajah ya aja hamas senjata lawan israel,NEGATIVE
ane dukung israel bantai teroris hamas krn tentara ny buanyak moslem tp badut mesjid indon idiot minim literasi makany apa seret agama pdhl pure politik rebut wilayah amp hamas kecut jadiin sipil palestina amp anak sbg tamenk,NEGATIVE
ane dukung israel bantai teroris hamas krn tentara ny buanyak moslem tp badut mesjid indon idiot minim literasi makany apa seret agama pdhl pure politik rebut wilayah amp hamas kecut jadiin sipil palestina amp anak sbg tamenk,NEGATIVE
anak penggal kepala milik anak okt hamas teroris islam gaza palestina brutal bantai warga sipil israel penggal anak hamasmassacres,NEGATIVE
kali palestina ulah caplok israel wilayah domba suruh lawan harimau kuat apa hamas hancur idf klau lawan warga sipil korban damai,NEGATIVE
lu amp hamas kaum bencong kecut lindung alas palsu israel deklarasi balfour situ yahudi milik hak warga palestina milik negara perintah damai,POSITIVE
negara arab trauma israel kali perang lawan israel kalah berani israel terang terang ngesuport hamas cuman iran,NEGATIVE
support israel support zionis support palestina support hamas nder tau ga rakyat sipil israel ga salah kena serang hamas sipil palestin tg derita nder,POSITIVE
wapalestina wa buza mlisema israel hawatoweza kuingia gaza hapo ni wapi na kwa ustaarabu kabisa wanawaacha raia warushe mawe yao wao wana deal na hamas tu,NEGATIVE
kak hamas terorist coba baca deh kubu hamas fatah aktivis juang adil palestine tuduh teroris israel,NEGATIVE
tgl hamas nyerang israel gaza indopun sorak riah takbir,NEGATIVE
it looks like global hamas sunni but dependend on shia iran hezbollah iraqi pro iran shia iran irgc axis is snaping at israel usa west ksa uae,NEGATIVE
mah pasu amerikanya real israel hamas tau nerima nampung israel ga tau ngelunjak ngejajah palestina,NEGATIVE
soal nak jelas arif isi israel gagal hidu serang hamas october,NEGATIVE
ngomong hamas nyerang duluan ngikutin berita nya aja noh cari pas israel kali ngebom jalur gaza random lampias gabut fuck zionis,NEGATIVE
israel hamas onyango tate uhuru kenyatta katilkyk maine uniport my father abacha ratio newcastle erling haaland david de gea russia messi ballondor bellingham vini jrs hazard nsmqgrandfinale nsmq messi looking like december pay slip,NEGATIVE
taktik hamas gitu ga aja lemparin roket diy gaza jatuh ngebunuh orang gaza aja ga peduli umpama israel minggat perang ya fatah plo,NEGATIVE
virat replied chal be gandu hamas premi bhag ja varna israel ko bolke ek do top gole fekwa duga pakistan me,NEGATIVE
apa hamas laku israel,NEGATIVE
jurucakap hamas memberitahu al jazeera matlamat cakap bebas askar wanita israel keliru mesej tahan wanita taufanalaqsa israelcuak,NEGATIVE
ungefikiri kutekwa kwa watanzania wawili na hamas kungewafanya wabadilishe msimamo wao na kufunguka macho na kuona kuwa actually hamas ni magaidi lakini bado wanakaza shingo zao wale watz wakichinjwa na hamas au makombora ya israel yakiwauwa kwa sababu ni human shield je,NEGATIVE
gue heran banget dr reply banget gabisa mikir pake akal sbg manusia hamas nyerang israel duluan okay serang agresi oktober israel bombardor warga sipil minggu non stop mksd lo ky gt gpp gt,POSITIVE
muslim bela babi buta hamas biadab tum umat kristen amp paham yahudi benci kristen yakin kristen emang nubuat yesus tolak israel s d jaman so what s the problem,NEGATIVE
israel jahanam ni tipu dorang dorang tuduh hamas celaka la israel zionist neraka jahanam bwah la kau moga umat manusia dlm syurga allah sempat balas ni rakyat palestine,NEGATIVE
ungkap sel hamas bantu israel buru militan penjara ayah pimpin hamas,NEGATIVE
bodoh sempat kau filem trailer munafik hamas is fighting with unmatured organization,NEGATIVE
kutuk markas hamas deteksi markas hamas letak bunker tanah rumah sakit shifa ruang kerja akses bunker tanah hamas baur sekolah universitas mesjid heran israel ken rata kota gaza,NEGATIVE
klo ga tolak ga demo bersilit trs jadi kyk gni israel hamas geger ga jd an gubernur walikotanya gampang ngelesnya mnjlkan perintah atas,POSITIVE
deteksi organisasi hamas kayak wilayah anggap markas hamas israhell israel bela negara negara negara maling mba olip moga apa harga hidup rebut orang biar rasa palestine rasa,NEGATIVE
bos sasarane israel warga sipil cubo goleti berita israel nyerang hamas,NEGATIVE
haha real juang dikatain gera ekstrimis narasi israel ngatain hamas teroris,NEGATIVE
kecam hamas israel nya is real teroris,NEGATIVE
gw paham lo masalahny israel ny ga damai klo niat hidup damai knp diskriminasi usir warga palestina west bank ttp west bank trpisah dr gaza hamas gaza jd sbnrny g damai,NEGATIVE
hamas libat kalo ga salah ketangkep israel nyeret dokter wilayah dokter tinggal he is using human as his shield humanity si h,NEGATIVE
ya bodo amaat lg hebohin org free palestine free hamas gimana pandang hamas ttg gaza gak kasi banget bela in israel tp gak notice jilat yok usaha yook,NEGATIVE
percaya askar tu kena tawan israel cerita jaya bebas hamas dah nafi askar tu salah tawan akhbar haaretz ni keluar senarai nama tawan hamas nama askar ni,NEGATIVE
gaza palestine hamas palestine tiada solidariti hamas gaza isu telinga barat thdp juang hamas ahli operasi drp nak plo terus hamas mayat israel kisah,NEGATIVE
menteri tahan israel ramai orang culik hamas taufanalaqsa israelcuak,NEGATIVE
lihat hai anjing nya israel setannyaho ga bebas tawan negrinya lihat kondisi tawan tahan hamas sehat al afiat luka anak palestina tahan tolong setannyaho,POSITIVE
humanity my ass ngoja hamas wawachinje wale watanzania wawili wanaowashikilia halafu tuone hiyo humanity itakufikisha wapi ile siku hamas wanauwa watu israel ulidai humanity,NEGATIVE
bpk dr kmrn sibuk kutuk i israel nama indonesia sy ga ikut sy tdk kutuk krn kutuk bantu palestina monggo bantu sy tuju tolong susah bantu jg korban kejam hamas israel,NEGATIVE
menteri tahan israel ganas hamas mati serah tiada pilih tiga tunggu tentera pasuk negara serammmm taufanalaqsa israelcuak,NEGATIVE
israel kalo tu isi militan hamas gak percaya,NEGATIVE
hamas gencat senjata hamas lawan israel tanah palestina bebas duduk,NEGATIVE
stlh simak berita berita kalo israel n hamas raya tanah gaza basmi rakyat gaza,NEGATIVE
pro share repost like empati stop war doa pro hamas teroris sok netral suruh cek ricek video ribut negeri emosi sebar propaganda doktrin netizen menyebarluaskan kejam israel,NEGATIVE
gilir indonesia freepalenstine freepalestine gaza hamas israel,NEGATIVE
menteri tahan israel capai matlamat operasi darat gaza kembali orang culik bongkar upaya hamas taufanalaqsa israelcuak,POSITIVE
nothing in my bio is bullshit ngk dukung keras ngk masuk akal israel reputasi i don t like hamas and never will but that doesn t mean i have to approve of israeli actions,NEGATIVE
maaf bela israel kalimat serang hamas bela palestina goblok,NEGATIVE
hukum sanksi utk hamas teroris israel makane balas,NEGATIVE
israel lanjut malam luas operasi darat gaza pasu darat israel arah pesawat tempur serang gedung temu teroris hamas teroris dalam sikat israelatwar israelpalestine israelhamaswar,NEGATIVE
anak yatim piatu palestina ortunya bunuh israel bikin hamas tetep hamas nyerang israel blm merdeka israel target anak bom minggu,NEGATIVE
ekwkwkwk bajing jd inget teori konspirasi suami gue hamas akomodasi iran iran syiah syiah menginvansi negara muslim suni dg nunggang israel,NEGATIVE
perang terus smp hamas je israel nih kena hadap umat islam,NEGATIVE
hamas invasi israel duluan israel invasi gaza sumber hamas,NEGATIVE
kutuk israel izin tuhan yme kutuk teroris hamas bunuh orang sipil israel bayi israel libur nasional israel kutuk orang islam indonesia menggangu ibadah umat kristen bangun gereja bakar gereja tq,NEGATIVE
netanyahu is more dangerous than hamas to israel,NEGATIVE
omong doang israel takluk hamas amerika sekutu eropanya dateng free palestina,NEGATIVE
okay bela negara tp israel ngebom larang serang konflik masuk laws of war cmiiw hamas motif nyerang gak tahan palestinian laku gak adil,NEGATIVE
netanyahu is more dangerous than hamas to israel,NEGATIVE
banyak disosmed udah ngecam israel kalo ndak mihak hamas mata netizen tetep salah dukung fatah plo tetep dianggep zionist,NEGATIVE
netanyahu is more dangerous than hamas to israel,NEGATIVE
benjamin netanyahu kama vile marekani isingekubali kusitisha mapigano baada ya kulipuliwa kwa bandar ya pearl au baada ya shambulio la kigaidi la israel haitakubali kusitisha uhasama na hamas baada ya mashambulizi ya kutisha ya tarehe oktoba biblia inasema kuna,POSITIVE
israel coba serang darat hamas sambut rudal kornet,NEGATIVE
abi terr r st hamas ko hi milta nazar a rha hai jo mercy ki bh kh mang rha hai israel lol jais karni waisi bharni tujh j h ko itni tension h pichwade mein dum lake jata kyu nahi hamas ki taraf ladne illegally border crossing m to expert h tri quom,NEGATIVE
coba pikir statement nya pastor israel nongol palestin serang hamas sebab korban jadi tgl murni akibat hamas buka hati pastor hati gelap,NEGATIVE
bgaimna netral kek iblis ku i mean hamas bentuk keji israel tanah negara palestina tpi israel curi biadab,NEGATIVE
brengsek tuh artis dukung zionis buta mata liat bantai manusia perang gk imbang ngelesnya hamas tolol aja konflik israel perang agama kali si millen bencong an ngelike,NEGATIVE
netanyahu wazir mkuu wa israel amesema israel haikubali kuchomwa moto maana maana yake ni kujisalimisha kwa hamas na sasa wakati wa vita sio wakati wa aman pia alidai kuwa ilitokea gaza kwamba alituma ujumbe kwa hezbollah,NEGATIVE
mas bayu kronologis picu hamas hamas bunuh civilians konser war crime teori konspirasi inside job hamas sbg cipta israel,NEGATIVE
x sokong israel amp bantu hamas us masuk campur dalam rusia msh dendam us jdkan ukraine proksi perang an enemy of my enemy is my friend,NEGATIVE
israel tank gaza serang hamas kali jam,NEGATIVE
buru no i am not defensive repetitive tehnik team pr israel ulang murder elder children beheaded babies raped woman burnt woman mention hamas sesimple hamas aja ga,POSITIVE
selagi libat tu mata israel hamas then us x serang gaza amp rusia china xkan masuk campur ko ni ret x ret ni try la us anta askar masuk gaza tgk rusia amp china msh duduk tepi lg x silap iran serang masuk israel,NEGATIVE
indonesia kecam israel krisis manusia palestina akansegera kirim bantu pm netanyahu lancar perang tahap basmi hamas selamat tawan israelhamas,POSITIVE
israel hamas war piers morgan vs palestinian mustafa barghouti i wan via ceasefireingaza hamasterrorrists gaza genicide israelhamaswar piersmorgan,NEGATIVE
tuduh bantah bayang tuduh tega korban rakyat sipil satu tega bantai rakyat sipil hamas israel bangsat,NEGATIVE
israel udah tau hamas terowongan tetep bombardir mukim krn tuju utama israel rebut gaza tumpas hamas hamas alas tuk bumi hangus gaza,NEGATIVE
arab saudi aj anggep hamas terrorist eh hamas pesek palestina aman tangan teroris jadiin sipil tamenk tentara israel buanyak moslem amp sumpah pake alquran kadrun dungu amp minim literasi makany gabisa bedain zionis idf army,NEGATIVE
nakushangaa kwa kweli hiv israel inawezaje kuingia iran nakuuwa wanayemtaka kwann iran imeshindwa kuingia israel na kuuwa wanayemtaka mpaka wanatumia makundi kutoka beni kama hamas hizbolah ni mara ngap israel inagia iran na kuuwa maafisa wakubwa na kuondoka,NEGATIVE
org damai lihat situasi rakyat palestina hidup damai klo aj kena diskriminasi rumahny usir rumah west bank hamas tp ttp israel tdk laku adil pd rakyat palestina sana,NEGATIVE
